Project,Attribute,Attribute ID,Range,Validation Rules
EL,experimentType,bts:ExperimentType,text,
EL,extractionMethod,bts:ExtractionMethod,text,
EL,familyStudyParticipant,bts:FamilyStudyParticipant,enum: No | NotAssigned | Yes,
EL,fileFormat,bts:FileFormat,enum: BAM | BCF | BED | BEDGRAPH | BEDPLINK | BROADPEAK | BigBed | BigWig | CRAM | CSV | CZI | FASTA | FASTQ | GFF | GFF3 | GTF | H5 | H5AD | HDF5 | JSON | LOOM | LSM | MAP | MMCIF | MTX | NARROWPEAK | ND2 | Notassigned | OME-TIFF | PARQUET | PDB | PED | RDS | SAM | TAGALIGN | TFAM | TPED | TSV | TXT | VCF | WIG | XLSX | XML | YAML,
EL,Filename,bts:Filename,text,
EL,format,bts:Format,text,
EL,fractionIdentifier,bts:FractionIdentifier,text,
EL,gasFlowTemperature,bts:GasFlowTemperature,text,
EL,gasFlowTemperatureUnit,bts:GasFlowTemperatureUnit,enum: C | F | K,
EL,gDNAconc,bts:GDNAconc,text,
EL,genotypeTechnology,bts:GenotypeTechnology,text,
EL,grant,bts:Grant,text,
EL,grantNumber,bts:GrantNumber,enum: Notassigned | R01AG061844 | U19AG023122 | U19AG063893 | U24AG051129 | UH2AG064704 | UH2AG064706 | UH3AG064704 | UH3AG064706,
EL,hasAlgorithm,bts:HasAlgorithm,text,
EL,hasAssayControl,bts:HasAssayControl,text,
EL,hasEnvironment,bts:HasEnvironment,text,
EL,hasIonizationSource,bts:HasIonizationSource,enum: No | Yes,
EL,hasLibrary,bts:HasLibrary,text,
EL,hasNotebook,bts:HasNotebook,text,
EL,hasOpertaingSystem,bts:HasOpertaingSystem,text,
EL,hasParameters,bts:HasParameters,text,
EL,hasProgrammingLanguage,bts:HasProgrammingLanguage,text,
EL,hasProtocol,bts:HasProtocol,text,
EL,hasScript,bts:HasScript,text,
EL,hasSettings,bts:HasSettings,text,
EL,hasSoftware,bts:HasSoftware,text,
EL,imputation,bts:Imputation,text,
EL,imputationPanel,bts:ImputationPanel,text,
EL,imputationSoftware,bts:ImputationSoftware,text,
EL,individualID,bts:IndividualID,text,
EL,instrumentModel,bts:InstrumentModel,text,
EL,ionProperty,bts:IonProperty,enum: Negative | Positive,
EL,isFeatured,bts:IsFeatured,text,
EL,isModelSystem,bts:IsModelSystem,enum: False | Notassigned | True,
EL,isMultiSpecimen,bts:IsMultiSpecimen,enum: Fasle | Notassigned | True,
EL,isobaricLabelingReagent,bts:IsobaricLabelingReagent,text,
EL,isReleased,bts:IsReleased,text,
EL,isStranded,bts:IsStranded,enum: FALSE | TRUE,
EL,labelFreeQuantitation,bts:LabelFreeQuantitation,enum: Label-freegenelevelquantitation | Label-freepeptidelevelquantitation | Label-freeproteingrouplevelquantitation | Label-freeproteinlevelquantitation | Label-freerawfeaturequantitation | Notapplicable | Notavailable | Notcollected | Notspecified | Unknown,
EL,labelQuantitation,bts:LabelQuantitation,enum: AminoxyTMT | DiART | DiLeu | Glyco-TMT | HydrazideTMT | IPTL | ITRAQ | ITRAQH | IodoTMT | LabelFree | Notavailable | Notcollected | Notspecified | TMT | Unknown,
EL,lambdaDNAconc,bts:LambdaDNAconc,text,
EL,lensVoltages,bts:LensVoltages,text,
EL,lensVoltagesUnit,bts:LensVoltagesUnit,text,
EL,libLayout,bts:LibLayout,text,
EL,library,bts:Library,text,
EL,libraryBatchID,bts:LibraryBatchID,text,
EL,libraryPrep,bts:LibraryPrep,enum: Amplicon | CellHashing | ChromiumSingleCell3' | DNALibraryConstruction | EndItDNAEndRepairKit | KapaHyperPrep | LncRNAenrichment | MULTIseq | MethylSeq | MiRNAenrichment | Multiome | Notapplicable | Notcollected | Notspecified | PCRfree | PolyAselection | Proximityligation | RRNAdepletion | SPLITseq | STARRSeq | SnIsoSeq | SureCell | TotalRNA | Unknown,
EL,libraryPreparationMethod,bts:LibraryPreparationMethod,enum: 10x | Accel-NGS2SPlus | Accel-NGSMethyl-Seq | CEL-seq | Drop-Seq | IlluminaDNAPCR-FreePrepKit | NEBNext | NexteraXT | Notapplicable | Notcollected | Notspecified | Omni-ATAC | QiagenPreAnalytiXPAXgeneBloodmiRNAKit | QiagenRneasyExtractionKit | SMRTbell | Sac-seq | Smart-seq1 | Smart-seq2 | Smart-seq4 | TruSeq | UltralowMethyl-Seq | Unknown,
EL,libraryVersion,bts:LibraryVersion,text,
EL,libReadsSeqd,bts:LibReadsSeqd,text,
EL,libSize,bts:LibSize,text,
EL,libVector,bts:LibVector,text,
EL,meanCoverage,bts:MeanCoverage,text,
EL,measurementTechnique,bts:MeasurementTechnique,text,
EL,metadataType,bts:MetadataType,enum: Assay | Biospecimen | Individual | NotAssigned | Supplementaryfiles,
EL,methods,bts:Methods,text,
EL,mid,bts:Mid,text,
EL,ModelSystemType,bts:ModelSystemType,enum: Animal | Cerebralorganoid | IPSC | Immortalizedcellline | Notassigned | Organoid | Primarycellculture,
EL,modificationParameters,bts:ModificationParameters,text,
EL,msAnalyteType,bts:MsAnalyteType,text,
EL,msAssayTechnique,bts:MsAssayTechnique,text,
EL,msTarget,bts:MsTarget,enum: Notapplicable | Notavailable | Notcollected | Notspecified | Targeted | Unknown | Untargeted,
EL,newsRelease,bts:NewsRelease,text,
EL,notebook,bts:Notebook,text,
EL,nucleAcidExt,bts:NucleAcidExt,text,
EL,numberContig,bts:NumberContig,text,
EL,numberIndividuals,bts:NumberIndividuals,text,
EL,operatingSystem,bts:OperatingSystem,text,
EL,parameters,bts:Parameters,text,
EL,pcrCycles,bts:PcrCycles,text,
EL,platformLocation,bts:PlatformLocation,text,
EL,processingBatchID,bts:ProcessingBatchID,text,
EL,processingBatchSize,bts:ProcessingBatchSize,text,
EL,processingBatchSizeUnit,bts:ProcessingBatchSizeUnit,text,
EL,program,bts:Program,enum: AD | ELITE,
EL,programmingLanguage,bts:ProgrammingLanguage,text,
EL,projectFullName,bts:ProjectFullName,text,
EL,projectShortName,bts:ProjectShortName,enum: ILO | LC | LG | LLFS | Notassigned,
EL,protocol,bts:Protocol,text,
EL,quantationStrategy,bts:QuantationStrategy,text,
EL,race,bts:Race,enum: AmericanIndianorAlaskaNative | Asian | BlackorAfricanAmerican | Multiracial | NativeHawaiianorPacificIslander | Prefernottoanswer | White,
EL,readLength,bts:ReadLength,text,
EL,readLengthUnits,bts:ReadLengthUnits,text,
EL,readmeFile,bts:ReadmeFile,text,
EL,readStrandOrigin,bts:ReadStrandOrigin,enum: Forward | Notapplicable | Notcollected | Notspecified | Reverse | Stranded | Unknown | Unstranded,
EL,reagentCatalogNumber,bts:ReagentCatalogNumber,text,
EL,reagentContact,bts:ReagentContact,text,
EL,reagentIDs,bts:ReagentIDs,text,
EL,reagentLotNumber,bts:ReagentLotNumber,text,
EL,reagentManufacturer,bts:ReagentManufacturer,text,
EL,reagentName,bts:ReagentName,text,
EL,reagentWeblink,bts:ReagentWeblink,text,
EL,referenceTranscriptID,bts:ReferenceTranscriptID,text,
EL,relatedStudies,bts:RelatedStudies,text,
EL,reportedTrait,bts:ReportedTrait,text,
EL,repositoryName,bts:RepositoryName,enum: ArrayExpress | BroadSingleCellPortal | DbGAP | ENA | Ensembl | FlowRepository | GENCODEv38GRCh38 | GEO | GISAID | GenBank | IEDB | ImmPort | MGnify | MassIVE | MetaboLights | MetabolomicsWorkbench | NCBIGene | Notapplicable | Notcollected | Notspecified | Other | PRIDE | SRA | Synapse | UniProt | Unknown,
EL,resourceType,bts:ResourceType,enum: Analysis | ComputationalNotebook | ExperimentalData | Metadata | Notassigned | Tool,
EL,resultType,bts:ResultType,text,
EL,resultUnit,bts:ResultUnit,enum: FPKM | Notapplicable | Notcollected | Notspecified | RPKM | Rawcount | TPM | Unknown,
EL,rnaBatchID,bts:RnaBatchID,text,
EL,rnaBatchSize,bts:RnaBatchSize,text,
EL,rnaBatchSizeUnit,bts:RnaBatchSizeUnit,enum: AFU | AI | AU/ml | Bpg/dl | DKunits/ml | G/l | Gm | HAU | IU | IU/ml | Iu/l | KallikreinInactivatorUnitperMilliliter | Kg | L | M | MM | MOI | Mg | Mg/dl | Mg/l | Mg/ml | Miu/ml | Ml | NM | NPX | Ng | Ng/dl | Ng/ml | Ng/nl | Ng/ul | Nl | Notspecified | Opticaldensity | Other | PFU | PFUe | PM | Pg | Pg/mgcreatinine | Pg/ml | Pg/nl | Pg/ul | Pl | Pound | TCID50 | UM | Ug | Ug/dl | Ug/l | Ug/ml | ... (+5 more),
EL,runType,bts:RunType,enum: Notapplicable | Notcollected | Notspecified | PairedEnd | SingleEnd | SingleEndpairedEnd | Unknown,
EL,sampleBatchID,bts:SampleBatchID,text,
EL,sampleBatchSize,bts:SampleBatchSize,text,
EL,sampleBatchSizeUnit,bts:SampleBatchSizeUnit,text,
EL,sampleIntroduction,bts:SampleIntroduction,text,
EL,samplePrepProtocol,bts:SamplePrepProtocol,text,
EL,sampleType,bts:SampleType,text,
EL,script,bts:Script,text,
EL,seqMethod,bts:SeqMethod,text,
EL,seqPlatform,bts:SeqPlatform,text,
EL,sequencingBatchID,bts:SequencingBatchID,text,
EL,sequencingBatchSize,bts:SequencingBatchSize,text,
EL,sequencingBatchSizeUnit,bts:SequencingBatchSizeUnit,text,
EL,settings,bts:Settings,text,
EL,sex,bts:Sex,enum: Female | Male | Notapplicable | Notcollected | Notspecified | Other | Unknown,
EL,software,bts:Software,text,
EL,sop,bts:Sop,text,
EL,sourceMatID,bts:SourceMatID,text,
EL,species,bts:Species,enum: Human | NonHuman | Notassigned,
EL,speciesGroup,bts:SpeciesGroup,enum: Bird | Human | Mammal | Notapplicable | Notcollected | Notspecified | Other | Primate | Rodent | Unknown,
EL,specimenID,bts:SpecimenID,text,
EL,specimenType,bts:SpecimenType,enum: Blood | CerebrospinalFluid(CSF) | Notapplicable | Notcollected | Notspecified | Organoid | Plasma | Saliva | Serum | Sputum | Stool | Swabs | Tissue | Unknown | Urine,
EL,spectrometerFrequency,bts:SpectrometerFrequency,text,
EL,stage,bts:Stage,enum: Discovery | Notapplicable | Notcollected | Notspecified | Other | Replication | Unknown,
EL,statisticalModel,bts:StatisticalModel,text,
EL,studyAbstract,bts:StudyAbstract,text,
EL,studyDescription,bts:StudyDescription,text,
EL,studyFocus,bts:StudyFocus,text,
EL,studyKey,bts:StudyKey,text,
EL,studyMetadata,bts:StudyMetadata,text,
EL,studyName,bts:StudyName,text,
EL,studyType,bts:StudyType,text,
EL,studyWiki,bts:StudyWiki,text,
EL,summaryFile,bts:SummaryFile,text,
EL,summaryStatisticsAssembly,bts:SummaryStatisticsAssembly,text,
EL,targetGene,bts:TargetGene,text,
EL,technologyPlatformVersion,bts:TechnologyPlatformVersion,text,
EL,totalReads,bts:TotalReads,text,
EL,transcriptType,bts:TranscriptType,enum: LincRNA | MRNA | Notapplicable | Notcollected | Notspecified | Other | SnRNA | TotalRNAminusrRNA | Unknown,
EL,treatmentAmountUnit,bts:TreatmentAmountUnit,enum: AFU | AI | AU/ml | DKunits/ml | G/dl | G/l | Gm | HAU | IU | IU/ml | Iu/l | KallikreinInactivatorUnitperMilliliter | Kg | L | M | MM | MOI | Mg | Mg/dl | Mg/l | Mg/ml | Miu/ml | Ml | NM | NPX | Ng | Ng/dl | Ng/ml | Ng/nl | Ng/ul | Nl | Notspecified | Opticaldensity | Other | PFU | PFUe | PM | Pg | Pg/mgcreatinine | Pg/ml | Pg/nl | Pg/ul | Pl | Pound | TCID50 | UM | Ug | Ug/dl | Ug/l | Ug/ml | ... (+5 more),
EL,treatmentAmountValue,bts:TreatmentAmountValue,text,
EL,treatmentDurationUnit,bts:TreatmentDurationUnit,enum: D.p.c. | Days | Hours | Minutes | Months | Notapplicable | Notcollected | Notspecified | Seconds | Unknown | Weeks | Years,
EL,treatmentDurationValue,bts:TreatmentDurationValue,text,
EL,treatmentIDs,bts:TreatmentIDs,text,
EL,treatmentName,bts:TreatmentName,text,
EL,treatmentTemperatureUnit,bts:TreatmentTemperatureUnit,enum: C | F | K | Notspecified,
EL,treatmentTemperatureValue,bts:TreatmentTemperatureValue,text,
EL,useReadMeFile,bts:UseReadMeFile,text,
EL,useReagent,bts:UseReagent,enum: FALSE | TRUE,
EL,useSummaryFile,bts:UseSummaryFile,text,
EL,useTreatment,bts:UseTreatment,text,
EL,vacuumPressure,bts:VacuumPressure,text,
EL,vacuumPressureUnit,bts:VacuumPressureUnit,enum: AFU | AI | AU/ml | Bpg/dl | DKunits/ml | G/l | Gm | HAU | IU | IU/ml | Iu/l | KallikreinInactivatorUnitperMilliliter | Kg | L | M | MM | MOI | Mg | Mg/dl | Mg/l | Mg/ml | Miu/ml | Ml | NM | NPX | Ng | Ng/dl | Ng/ml | Ng/nl | Ng/ul | Nl | Notspecified | Opticaldensity | PFU | PFUe | PM | Pg | Pg/mgcreatinine | Pg/ml | Pg/nl | Pg/ul | Pl | Pound | TCID50 | UM | Ug | Ug/dl | Ug/l | Ug/ml | Ug/ul | ... (+4 more),
EL,valueReported,bts:ValueReported,text,
EL,variantCount,bts:VariantCount,text,
EL,workflowFormat,bts:WorkflowFormat,text,
