Project,Attribute,Attribute ID,Range,Validation Rules
NF-OSI,modelSystemName,bts:ModelSystemName,enum: 10/9CRC1 | 10CM | 129-Nf1<tm1Fcr>/Nci | 129T2/SvEmsJ | 1507.2 | 2-004 | 28cNF | 2XSB | 3PNFFiPSsvPM2 | 3PNFSiPSsvMM11 | 4/30PRR | 5PNFTDiPSsvMM4 | 5PNFTDiPSsvPM6 | 6PNFSiPSrvPM2 | 7PNFSiPSrvPM12 | 862L | 9/3L | 90-8 | A68 | AC007-hTERT | AMC-106 | AbcamA-549NF1KO | AbcamHCT116NF1KO | AbcamHeLaNF1KO | AbcamMCF-7NF1KO | AbcamU-87MGSNCAKO | AsPC-1 | B6-129S4-Nf1-/+;Trp53-/+cis | B6.129(Cg)-Nf1tm1Par/J | B6.129S1-Nf1tm1Cbr/J | B6.129S2-Nf1tm1Tyj/J | B6.129S6-Nf1<tm1Fcr>/Nci | B6.129S6-Nf1tm1Fcr/J | B6.FVB-Tg(EIIa-cre)C5379Lmgd/J | B6/JGpt-Nf1<em1Cflox>/Gpt | B6/JGpt-Nf1<em39Cd7411in2>/Gpt | B6;129-Trp53tm1TyjNf1tm1TyjSuz12Gt(Betageo)1Khe/KcichJ | B6;129S2-Trp53tm1TyjNf1tm1Tyj/J | B6;CBA-Nf1<em1Flmg>/Flmg | BJFF.6 | BayGenomicsEScelllineXF344 | Ben-Men-1 | C.1149C>A NF1-mutanthiPSCs | C.1185+1G>A NF1-mutanthiPSCs | C.3431-32DupGT NF1-mutanthiPSCs | C.5425C>T NF1-mutanthiPSCs | C.6619C>T NF1-mutanthiPSCs | C3HeB/FeJ-Nf1<Mhdadsk9>/Ieg | C57BL/6-Nf1<tm1Joe>/Mmjax | C57BL/6J | ... (+755 more),validation=list like
NF-OSI,MRISequence,bts:MRISequence,enum: PD-weighted | ShortTauInversionRecovery | T1-weighted | T2-weighted,
NF-OSI,nf1Genotype,bts:Nf1Genotype,enum: +/+ | +/- | -/- | Unknown,
NF-OSI,nf2Genotype,bts:Nf2Genotype,enum: +/+ | +/- | -/- | Unknown,
NF-OSI,nominalMagnification,bts:NominalMagnification,text,validation=num
NF-OSI,nucleicAcidSource,bts:NucleicAcidSource,enum: Bulkcell | Bulknuclei | Mitochondria | Singlecell | Singlenucleus,
NF-OSI,objective,bts:Objective,text,
NF-OSI,organ,bts:Organ,enum: Blood | Bonemarrow | Brain | Breast | BursaOfFabricius | Colon | Eye | Kidney | Liver | Lung | Lymphnode | Mammarygland | Mesentery | Nerves | Nose | Ovary | Pancreas | Prostate | Skin | Spleen,
NF-OSI,pairsOnDifferentChr,bts:PairsOnDifferentChr,text,validation=int
NF-OSI,parentSpecimenID,bts:ParentSpecimenID,text,
NF-OSI,peakCallingAlgorithm,bts:PeakCallingAlgorithm,enum: BroadPeak | FSeq | GEM | Genrich | HOMER | MACS2 | MUSIC | PeakRanger | SEACR | SICER | SWEMBL | ZINBA,
NF-OSI,pH,bts:PH,text,validation=num
NF-OSI,plateName,bts:PlateName,text,
NF-OSI,plateWell,bts:PlateWell,text,
NF-OSI,platform,bts:Platform,enum: 10xVisiumSpatialGeneExpression | 2DCellTiter-Glo | 2DIncucyte | 7TBrukerBiospec | AffymetrixGenome-WideHumanSNP5.0Array | AffymetrixGenome-WideHumanSNP6.0Array | AffymetrixHumanGene1.0STArray | AffymetrixHumanGenomeU133Plus2.0Array | AffymetrixU133AB | Agilent44Karray | BDFACSCalibur | BDFACSymphony | BGISEQ-500 | BionanoIrys | Caliper | CherryImagingFACEPlatform | CherryImagingTRACEPlatform | ChromiumX | ECHOConfocal | EnVision2103MultiplateReader | GEDiscoveryMR7503T | GEOptimaMR450W1.5T | GESignaExcite1.5T | GESignaGenesis1.5T | GESignaHDxt1.5T | GESignaHDxt3T | GESignaPremier3T | HitachiEchelon1.5T | HitachiOasis1.2T | IVISSpectrumInVivoImagingSystem | Illumina1M | IlluminaGenomeAnalyzerIIx | IlluminaHiSeq2000 | IlluminaHiSeq2500 | IlluminaHiSeq3000 | IlluminaHiSeq4000 | IlluminaHiSeqX | IlluminaHuman660W-Quadv1.0BeadChip | IlluminaHumanHap300 | IlluminaHumanMethylation450 | IlluminaHumanOmni1-Quadv1.0 | IlluminaHumanOmniExpress-24v1.0BeadChip | IlluminaHumanOmniExpress-24v1.2BeadChip | IlluminaInfiniumMethylationEPICBeadChipv1.0(850k) | IlluminaInfiniumMethylationEPICBeadChipv2.0(935k) | IlluminaMiSeq | IlluminaMouseWG-6v2.0expressionbeadchip | IlluminaNextSeq1000 | IlluminaNextSeq2000 | IlluminaNextSeq500 | ... (+65 more),
NF-OSI,programmingLanguage,bts:ProgrammingLanguage,enum: Bash | C | C# | C++ | Java | Javascript | MATLAB | Python | R,
NF-OSI,progressReportNumber,bts:ProgressReportNumber,enum: 1 | 10 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | NotApplicable,
NF-OSI,proportionCoverage10x,bts:ProportionCoverage10x,text,validation=num
NF-OSI,proportionCoverage30x,bts:ProportionCoverage30x,text,validation=num
NF-OSI,proteinExtractSource,bts:ProteinExtractSource,enum: Celllysate | Cytoplasm | Mitochondria | Nuclearextract,
NF-OSI,protocolAssay,bts:ProtocolAssay,enum: 2DAlamarBlueabsorbance | 2DAlamarBluefluorescence | 3Dconfocalimaging | 3Delectronmicroscopy | 3Dimaging | 3Dmicrotissueviability | ATAC-seq | ATPaseactivityassay | Actigraphy | Activeavoidancelearningbehaviorassay | AlgometRxNociometer | Array | Atomicforcemicroscopy | Auditorybrainstemresponse | Autoradiography | Bisulfitesequencing | Bloodchemistrymeasurement | BluenativePAGE | Bodysizetraitmeasurement | Bonehistomorphometry | BrdUproliferationassay | Brightfieldmicroscopy | CAMP-GloMaxAssay | CAPP-seq | CNF-Skindex | CODEX | CUT&RUN | Calciumretentioncapacityassay | Cellcompetition | Cellcount | Cellpainting | Cellpermeabilityassay | Cellproliferation | Cellviabilityassay | ChIP-seq | ChildBehaviorChecklistforAges1.5-5 | ChildBehaviorChecklistforAges6-18 | Children'sDermatologyLifeQualityIndexQuestionnaire | Clinicaldata | Cognitiveassessment | Combinationlibraryscreen | Combinationscreen | ComplexIIenzymeactivityassay | Compoundscreen | Confocalmicroscopy | Contextualconditioningbehaviorassay | ConventionalMRI | Corsiblocks | Currentclampassay | DNAopticalmapping | ... (+145 more),
NF-OSI,protocolPurpose,bts:ProtocolPurpose,text,
NF-OSI,readDepth,bts:ReadDepth,text,validation=int
NF-OSI,readLength,bts:ReadLength,text,validation=int
NF-OSI,readPair,bts:ReadPair,text,validation=inRange 1 2
NF-OSI,readsDuplicatedPercent,bts:ReadsDuplicatedPercent,text,
NF-OSI,readsMappedPercent,bts:ReadsMappedPercent,text,validation=num
NF-OSI,recordingSource,bts:RecordingSource,enum: Electrode | Otherelectrodearray | Shank | Tetrode | Utaharray,
NF-OSI,reporterGene,bts:ReporterGene,text,
NF-OSI,reporterSubstance,bts:ReporterSubstance,text,
NF-OSI,resourceType,bts:ResourceType,enum: ExperimentalData | Metadata | Protocol | Report | Result | Tool | Weblink | Workflowreport,
NF-OSI,runtimePlatform,bts:RuntimePlatform,text,
NF-OSI,runType,bts:RunType,enum: PairedEnd | SingleEnd,
NF-OSI,sampleType,bts:SampleType,text,
NF-OSI,sex,bts:Sex,enum: Female | Male | NotApplicable | Unknown,
NF-OSI,species,bts:Species,enum: Daniorerio | Drosophilamelanogaster | Gallusgallus | Homosapiens | Musmusculus | Musmusculus(humanized) | Oryctolaguscuniculus | Pantroglodytes | Rattusnorvegicus | Rhesusmacaque | Susscrofa,
NF-OSI,specimenID,bts:SpecimenID,text,
NF-OSI,specimenPreparationMethod,bts:SpecimenPreparationMethod,enum: Cryopreserved | Ethanol | FFPE | Flashfrozen | Formalin-fixed | Freshcollected | OCT | RNAlater | Viablyfrozen,
NF-OSI,specimenType,bts:SpecimenType,enum: Blood | Bonemarrow | BuccalMucosa | BuffyCoat | CDXtissue | Cerebralcortex | Connectivetissue | DorsalRootGanglion | Embryonictissue | Meninges | Microtissue | Mucus | Nervetissue | Opticnerve | Organoid | PDXtissue | Plasma | Primarytumor | Retina | Saliva | Sciaticnerve | Serum | Spheroid | Splenocyte | Stool | Sweat | Tumor-adjacentnormal | Urine | Wholebrain,
NF-OSI,targetCaptureKitID,bts:TargetCaptureKitID,text,
NF-OSI,targetDepth,bts:TargetDepth,text,
NF-OSI,timepointUnit,bts:TimepointUnit,enum: Days | Hours | Minutes | Months | Seconds | Weeks | Years,
NF-OSI,title,bts:Title,text,
NF-OSI,totalReads,bts:TotalReads,text,validation=int
NF-OSI,tumorType,bts:TumorType,enum: ANNUBP | AnaplasticAstrocytoma | AnaplasticGanglioglioma | AnaplasticPilocyticAstrocytoma | AnaplasticPleomorphicXanthoastrocytoma | AtypicalNeurofibroma | AtypicalPilocyticAstrocytoma | CellularNeurofibroma | ColorectalAdenocarcinoma | ColorectalCarcinoma | CutaneousNeurofibroma | DiffuseAstrocytoma | DiffuseInfiltratingNeurofibroma | Fibromatosis | Fibrosarcoma | Ganglioglioma | Glioblastoma | GlioblastomaMultiforme | Glioma | HemorrhagicNeoplasm | High-GradeGliomaNOS | JuvenileMyelomonocyticLeukemia | LocalizedNeurofibroma | Low-GradeGliomaNOS | MalignantPeripheralNerveSheathTumor | MassiveSoftTissueNeurofibroma | Melanoma | Meningioma | Metastatic/recurrenttumor | Metastatictumor | NF1-AssociatedTumor | NF2-AssociatedTumor | NecroticNeoplasm | Neurofibroma | NeurofibromawithDegenerativeAtypia | NodularNeurofibroma | NotApplicable | Oligoastrocytoma | OpticPathwayGlioma | PilocyticAstrocytoma | PilomyxoidAstrocytoma | PleomorphicXanthoastrocytoma | PlexiformNeurofibroma | RecurrentMPNST | Recurrenttumor | Sarcoma | Schwannoma | SubcutaneousNeurofibroma | Teratoma | Tumor | ... (+1 more),
NF-OSI,workflow,bts:Workflow,enum: CNVkit | DESeq2 | DeepVariant | FastQC | FreeBayes | GATKBaseRecalibration | GATKMarkDuplicates | MultiQC | Mutect2 | STARandSalmon | Sarek | Strelka2 | StringTie | TrimGalore,
NF-OSI,workflowLink,bts:WorkflowLink,text,
NF-OSI,workingDistance,bts:WorkingDistance,text,validation=num
NF-OSI,workingDistanceUnit,bts:WorkingDistanceUnit,enum: Angstrom | Centimeter | Micrometer | Millimeter | Nanometer,
