Project,Attribute,Attribute ID,Range,Validation Rules
HTAN2,Beads Total,bts:BeadsTotal,text,
HTAN2,Biotin Enrichment,bts:BiotinEnrichment,enum: No | Yes,
HTAN2,Bisulfite Conversion,bts:BisulfiteConversion,enum: AgilentSureSelectXTMethyl-Seq | NEBNextEnzymaticMethyl-seqKit | ZimoEZ-96DNAMethylationDeepKit | ZimoEZ-96DNAMethylationShallowKit | ZimoEZDNAMethylationKit,
HTAN2,Blacklist Ratio,bts:BlacklistRatio,text,
HTAN2,Blacklist Region Fragments,bts:BlacklistRegionFragments,text,
HTAN2,Bulk Methylation Assay Type,bts:BulkMethylationAssayType,enum: BeadchipArray | TargetedGenome | Wholegenome,
HTAN2,Bulk Methylation Genomic Reference,bts:BulkMethylationGenomicReference,enum: HG19 | HG38 | T2TCHM13,
HTAN2,Capture Area,bts:CaptureArea,enum: A | A1 | B | B1 | C | C1 | D | D1,
HTAN2,Catalog Number,bts:CatalogNumber,text,
HTAN2,CDS avg_read_length,bts:CDSavgReadLength,text,validation=int
HTAN2,CDS bases,bts:CDSbases,text,validation=int
HTAN2,CDS coverage,bts:CDScoverage,text,validation=int
HTAN2,CDS custom_assembly_fasta_file_for_alignment,bts:CDScustomAssemblyFastaFileForAlignment,text,validation=str
HTAN2,CDS design_description,bts:CDSdesignDescription,text,validation=str
HTAN2,CDS instrument_model,bts:CDSinstrumentModel,enum: 454GS | 454GS20 | 454GSFLX | 454GSFLX+ | 454GSFLXTitanium | 454GSJunior | AB310GeneticAnalyzer | AB3130GeneticAnalyzer | AB3130xLGeneticAnalyzer | AB3500GeneticAnalyzer | AB3500xLGeneticAnalyzer | AB3730GeneticAnalyzer | AB3730xLGeneticAnalyzer | AB5500GeneticAnalyzer | AB5500x-WlGeneticAnalyzer | AB5500xlGeneticAnalyzer | ABSOLiD3PlusSystem | ABSOLiD4System | ABSOLiD4hqSystem | ABSOLiDPISystem | ABSOLiDSystem | ABSOLiDSystem2.0 | ABSOLiDSystem3.0 | BGISEQ-500 | CompleteGenomics | DNBSEQ-G400 | DNBSEQ-G50 | DNBSEQ-T7 | GridION | HelicosHeliScope | HiSeqXFive | HiSeqXTen | IlluminaGenomeAnalyzer | IlluminaGenomeAnalyzerII | IlluminaGenomeAnalyzerIIx | IlluminaHiScanSQ | IlluminaHiSeq1000 | IlluminaHiSeq1500 | IlluminaHiSeq2000 | IlluminaHiSeq2500 | IlluminaHiSeq3000 | IlluminaHiSeq4000 | IlluminaMiSeq | IlluminaMiniSeq | IlluminaNovaSeq6000 | IlluminaiSeq100 | IonTorrentPGM | IonTorrentProton | IonTorrentS5 | IonTorrentS5XL | ... (+9 more),validation=str
HTAN2,CDS library_id,bts:CDSlibraryId,text,validation=str
HTAN2,CDS library_layout,bts:CDSlibraryLayout,enum: Paired-end | Single-end,validation=str
HTAN2,CDS library_selection,bts:CDSlibrarySelection,enum: 5-methylcytidineantibody | CAGE | CDNA | CDNAOligoDT | CDNARandomPriming | CF-H | CF-M | CF-S | CF-T | ChIP | DNAse | HMPR | HybridSelection | InverserRNA | MBD2proteinmethyl-CpGbindingdomain | MDA | MF | MNase | MSLL | Oligo-dT | Other | PCR | Padlockprobescapturemethod | PolyA | RACE | RANDOM | RANDOMPCR | RT-PCR | ReducedRepresentation | Repeatfractionation | RestrictionDigest | Sizefractionation | Unspecified,validation=str
HTAN2,CDS library_source,bts:CDSlibrarySource,enum: GENOMIC | GENOMICSINGLECELL | METAGENOMIC | METATRANSCRIPTOMIC | OTHER | SYNTHETIC | TRANSCRIPTOMIC | TRANSCRIPTOMICSINGLECELL | VIRALRNA,validation=str
HTAN2,CDS library_strategy,bts:CDSlibraryStrategy,enum: AMPLICON | ATAC-seq | Bisulfite-Seq | CLONE | CLONEEND | CTS | ChIA-PET | ChIP-Seq | DNase-Hypersensitivity | EST | FAIRE-seq | FINISHING | FL-cDNA | Hi-C | MBD-Seq | MNase-Seq | MRE-Seq | MeDIP-Seq | MiRNA-Seq | NcRNA-Seq | OTHER | POOLCLONE | RAD-Seq | RIP-Seq | RNA-Seq | SELEX | SsRNA-seq | Synthetic-Long-Read | Targeted-Capture | TetheredChromatinConformationCapture | Tn-Seq | WCS | WGA | WGS | WXS,validation=str
HTAN2,CDS number_of_reads,bts:CDSnumberOfReads,text,validation=int
HTAN2,CDS platform,bts:CDSplatform,enum: ABISOLID | BGISEQ | CAPILLARY | COMPLETEGENOMICS | HELICOS | ILLUMINA | IONTORRENT | LS454 | OXFORDNANOPORE | PACBIOSMRT,validation=str
HTAN2,CDS reference_genome_assembly,bts:CDSreferenceGenomeAssembly,text,validation=str
HTAN2,CDS sequence_alignment_software,bts:CDSsequenceAlignmentSoftware,text,validation=str
HTAN2,Cell Barcode Length,bts:CellBarcodeLength,text,
HTAN2,Cell Barcode Offset,bts:CellBarcodeOffset,text,
HTAN2,Cell Barcode Tag,bts:CellBarcodeTag,text,
HTAN2,Cell Median Number Genes,bts:CellMedianNumberGenes,text,
HTAN2,Cell Median Number Reads,bts:CellMedianNumberReads,text,
HTAN2,Cell Total,bts:CellTotal,text,
HTAN2,Channel ID,bts:ChannelID,text,
HTAN2,Channel Metadata Filename,bts:ChannelMetadataFilename,text,
HTAN2,Channel Name,bts:ChannelName,text,
HTAN2,Channel Passed QC,bts:ChannelPassedQC,enum: No-ChannelFailedQC | Yes,
HTAN2,Checksum,bts:Checksum,text,
HTAN2,Chimeric Read-Pairs,bts:ChimericRead-Pairs,text,
HTAN2,Clonality,bts:Clonality,enum: Clonal | Non-clonal,
HTAN2,Clone,bts:Clone,text,
HTAN2,Comment,bts:Comment,text,
HTAN2,Commit SHA,bts:CommitSHA,text,
HTAN2,Component,bts:Component,text,
HTAN2,Concentration,bts:Concentration,text,
HTAN2,Contamination,bts:Contamination,text,
HTAN2,Contamination Error,bts:ContaminationError,text,
HTAN2,CosMx Assay Type,bts:CosMxAssayType,enum: Protein | RNA,
HTAN2,CosMx Bundle Contents,bts:CosMxBundleContents,text,
HTAN2,Crosslinking Condtion,bts:CrosslinkingCondtion,text,
HTAN2,Cryopreserved Cells in Sample,bts:CryopreservedCellsinSample,enum: No | Yes,
HTAN2,Cycle Number,bts:CycleNumber,text,validation=int
HTAN2,Data Category,bts:DataCategory,enum: ExonExpressionQuantification | GeneExpression | GeneExpressionQuantification | IsoformExpressionQuantification | Other | SpliceJunctionQuantification | TranscriptExpression,
HTAN2,Data Collection Mode,bts:DataCollectionMode,enum: DDA | DIA | Other,
HTAN2,Decoded Transcripts,bts:DecodedTranscripts,text,
HTAN2,Dilution,bts:Dilution,text,
HTAN2,DimensionOrder,bts:DimensionOrder,enum: XYCTZ | XYCZT | XYTZC | XYZCT | XYZTC | ZYX,
HTAN2,Dissociation Method,bts:DissociationMethod,enum: Dounce | EnzymaticDigestion | GentleMACS | NotApplicable,
HTAN2,DMC Calling Tool,bts:DMCCallingTool,enum: BSmooth | BiSeq | DSS | DSS-single | MACAU | MOABS | MethylDackel | MethylKit | MethylSig | Metilene,
HTAN2,DMC Calling Workflow URL,bts:DMCCallingWorkflowURL,text,validation=url
HTAN2,DMC data file format,bts:DMCdatafileformat,enum: BED | BedGraph,
HTAN2,DMR Calling Tool,bts:DMRCallingTool,enum: BSmooth | BiSeq | DSS | DSS-single | MACAU | MOABS | MethylKit | MethylSig | Metilene,
HTAN2,DMR Calling Workflow URL,bts:DMRCallingWorkflowURL,text,validation=url
HTAN2,DMR data file Format,bts:DMRdatafileFormat,enum: BED | BedGraph,
HTAN2,DNA Digestion Condition,bts:DNADigestionCondition,text,
HTAN2,DNA Input Amount,bts:DNAInputAmount,text,validation=int
HTAN2,DNase Sensitive Region Fragments,bts:DNaseSensitiveRegionFragments,text,
HTAN2,Duplicate Read-Pairs,bts:DuplicateRead-Pairs,text,
HTAN2,Duplicate Removal Software,bts:DuplicateRemovalSoftware,enum: PicardMarkDuplicates | Samtoolssort,
HTAN2,DV200,bts:DV200,text,
HTAN2,EM beam current,bts:EMbeamcurrent,text,validation=num
HTAN2,EM contrast type,bts:EMcontrasttype,enum: SEM | TEM,
HTAN2,EM dwell or exposure time,bts:EMdwellorexposuretime,text,validation=num
HTAN2,EM instrument,bts:EMinstrument,text,validation=str
HTAN2,EM method,bts:EMmethod,enum: AT | CryoET | ET | FIB-SEM | SBF-SEM | SEM | SsTEM | TEM,
HTAN2,EM signal or contrast mech,bts:EMsignalorcontrastmech,enum: BSE | Bright-field | Dark-field | Phase | SE,
HTAN2,EM signal processing,bts:EMsignalprocessing,enum: Frameaveraging | Frameintegration | Lineintegration | None,
HTAN2,EM spot size,bts:EMspotsize,text,validation=num
HTAN2,EM stage tilt,bts:EMstagetilt,text,validation=num
HTAN2,EM voltage,bts:EMvoltage,text,validation=num
HTAN2,Emission Bandwidth,bts:EmissionBandwidth,text,validation=num
HTAN2,Emission Wavelength,bts:EmissionWavelength,text,validation=num
HTAN2,Empty Well Barcode,bts:EmptyWellBarcode,text,
HTAN2,Encoding,bts:Encoding,text,
HTAN2,End Bias,bts:EndBias,enum: 3Prime | 5Prime | FullLengthTranscript,
HTAN2,Enhancer Region Fragments,bts:EnhancerRegionFragments,text,
HTAN2,Excitation Bandwidth,bts:ExcitationBandwidth,text,validation=num
HTAN2,Excitation Wavelength,bts:ExcitationWavelength,text,validation=num
HTAN2,Experiment IF Channels,bts:ExperimentIFChannels,text,
HTAN2,Expression Units,bts:ExpressionUnits,enum: Counts | FPKM | NA | Other | RPKM | TPM,
HTAN2,Feature Barcode Library Type,bts:FeatureBarcodeLibraryType,enum: 10xADT–citeseq/hashing | 10xBCR | 10xTCR,
HTAN2,Feature Reference Id,bts:FeatureReferenceId,text,
HTAN2,File Format,bts:FileFormat,enum: 7z | Ab1 | Abf | Am | Avi | Bai | Bam | Bcf | Bed | BedbroadPeak | BedgappedPeak | Bedgraph | BednarrowPeak | Bedpe | Bgzip | Bigwig | Bpm | Cel | Cellam | Chp | Cloupe | Csv | Czi | DICOM | Dat | Dcc | Doc | Dup | Excel | Fasta | Fastq | Fig | Flagstat | Gct | Gff3 | Gtf | Gzip | Hdf5 | Hic | Html | Hyperlink | Idat | Idx | Jpg | Json | Locs | M | Maf | Md | Mex | ... (+42 more),
HTAN2,Filename,bts:Filename,text,validation=regex search ^.+\/\S*$
HTAN2,Flow Cell Barcode,bts:FlowCellBarcode,text,
HTAN2,Fluorophore,bts:Fluorophore,text,
HTAN2,FOV number,bts:FOVnumber,text,validation=num
HTAN2,FOVX,bts:FOVX,text,validation=num
HTAN2,FOVXUnit,bts:FOVXUnit,enum: Cm | Mm | Nm | Å | Μm,
HTAN2,FOVY,bts:FOVY,text,validation=num
HTAN2,FOVYUnit,bts:FOVYUnit,enum: Cm | Mm | Nm | Å | Μm,
HTAN2,Fragment Maximum Length,bts:FragmentMaximumLength,text,
HTAN2,Fragment Mean Length,bts:FragmentMeanLength,text,
HTAN2,Fragment Minimum Length,bts:FragmentMinimumLength,text,
HTAN2,Fragment Standard Deviation Length,bts:FragmentStandardDeviationLength,text,
HTAN2,Frame Averaging,bts:FrameAveraging,text,
HTAN2,Fusion Gene Detected,bts:FusionGeneDetected,enum: No | Unknown | Yes-FusionGeneDetected,
HTAN2,Fusion Gene Identity,bts:FusionGeneIdentity,enum: EWS-ERG | EWS-FLI | EWS-WT1 | OtherFusionGene | SYT-SSX1 | SYT-SSX2,validation=list like
HTAN2,GENCODE Gene Symbol Target,bts:GENCODEGeneSymbolTarget,text,
HTAN2,Genome Annotation URL,bts:GenomeAnnotationURL,text,
HTAN2,Genomic Reference,bts:GenomicReference,text,
HTAN2,Genomic Reference URL,bts:GenomicReferenceURL,text,
HTAN2,GeoMx DSP Assay Type,bts:GeoMxDSPAssayType,enum: ProteinNGS | ProteinnCounter | RNANGS | RNAnCounter,
HTAN2,GeoMx DSP Genomic Reference,bts:GeoMxDSPGenomicReference,text,validation=num
HTAN2,GeoMx DSP Library Preparation Kit Vendor,bts:GeoMxDSPLibraryPreparationKitVendor,text,
HTAN2,GeoMx DSP Library Preparation Kit Version,bts:GeoMxDSPLibraryPreparationKitVersion,text,
HTAN2,GeoMx DSP NGS Library Preparation Kit Name,bts:GeoMxDSPNGSLibraryPreparationKitName,text,
HTAN2,GeoMx DSP NGS Library Selection Method,bts:GeoMxDSPNGSLibrarySelectionMethod,text,
HTAN2,GeoMx DSP NGS Sequencing Platform,bts:GeoMxDSPNGSSequencingPlatform,text,
HTAN2,GeoMx DSP Unique Probe Count,bts:GeoMxDSPUniqueProbeCount,text,validation=num
HTAN2,GeoMx DSP Unique Target Count,bts:GeoMxDSPUniqueTargetCount,text,validation=num
HTAN2,GeoMx DSP Workflow Link,bts:GeoMxDSPWorkflowLink,text,
HTAN2,GeoMx DSP Workflow Parameter Description,bts:GeoMxDSPWorkflowParameterDescription,text,
HTAN2,GeoMx DSP Workflow Type,bts:GeoMxDSPWorkflowType,text,
HTAN2,Germline Variants Workflow Type,bts:GermlineVariantsWorkflowType,enum: GATK4 | None | OtherGermlineVariantsWorkflowType,
HTAN2,Germline Variants Workflow URL,bts:GermlineVariantsWorkflowURL,text,
HTAN2,HTAN Channel Metadata ID,bts:HTANChannelMetadataID,text,
HTAN2,HTAN Data File ID,bts:HTANDataFileID,text,validation=regex match ^(HTA([1-9]|1[0-6]))_((EXT)?([0-9]\d*|0000))_([0-9]\d*|0000)$ warning
HTAN2,HTAN Parent Biospecimen ID,bts:HTANParentBiospecimenID,text,
HTAN2,HTAN Parent Channel Metadata ID,bts:HTANParentChannelMetadataID,text,
HTAN2,HTAN Parent Data File ID,bts:HTANParentDataFileID,text,
HTAN2,HTAN Participant ID,bts:HTANParticipantID,text,validation=regex match ^(HTA([1-9]|1[0-6]))_((EXT)?([0-9]\d*|0000))$ warning
HTAN2,HTAN RPPA Antibody Table,bts:HTANRPPAAntibodyTable,text,
HTAN2,HTAN RPPA Antibody Table ID,bts:HTANRPPAAntibodyTableID,text,
HTAN2,Image ID,bts:ImageID,text,
HTAN2,Image Re-orientation,bts:ImageRe-orientation,enum: FALSE | TRUE,
HTAN2,Imaging Assay Type,bts:ImagingAssayType,enum: CODEX | CyCIF | ExSeq | GeoMX-DSP | H&E | IHC | IMC | MERFISH | MIBI | MIHC | MxIF | NotApplicable | RareCyteOrion | SABER | T-CyCIF,
HTAN2,Imaging Object Class,bts:ImagingObjectClass,enum: Cytoplasm | ImagingObjectClassOther | Nucleus | Plasmamembrane | Spot | Wholecell,validation=list like
HTAN2,Imaging Object Class Description,bts:ImagingObjectClassDescription,text,
HTAN2,Imaging Segmentation Data Type,bts:ImagingSegmentationDataType,enum: Mask | Outline | Point | Polygon | ProbabilityMap,
HTAN2,Imaging Summary Statistic,bts:ImagingSummaryStatistic,enum: Mean | Median | NotSpecified,
HTAN2,Immersion,bts:Immersion,enum: Air | Oil | Other | Water,
HTAN2,Index File Name,bts:IndexFileName,text,
HTAN2,Input Cells and Nuclei,bts:InputCellsandNuclei,text,
HTAN2,Internal Ab ID,bts:InternalAbID,text,
HTAN2,Is lowest level,bts:Islowestlevel,enum: No | Yes-Islowestlevel,
HTAN2,Kmer Content,bts:KmerContent,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN2,Lambda methylation ratio,bts:Lambdamethylationratio,text,
HTAN2,Lane Number,bts:LaneNumber,text,
HTAN2,LC Column Vendor and Model,bts:LCColumnVendorandModel,text,
HTAN2,LC Flow Rate,bts:LCFlowRate,text,
HTAN2,LC Gradient,bts:LCGradient,text,
HTAN2,LC ID Value,bts:LCIDValue,text,
HTAN2,LC Instrument Vendor and Model,bts:LCInstrumentVendorandModel,text,
HTAN2,LC Length Value,bts:LCLengthValue,text,
HTAN2,LC Mobile Phase A,bts:LCMobilePhaseA,text,
HTAN2,LC Mobile Phase B,bts:LCMobilePhaseB,text,
HTAN2,LC Resin,bts:LCResin,text,
HTAN2,LC Temp Value,bts:LCTempValue,text,
HTAN2,LensNA,bts:LensNA,text,validation=num
HTAN2,Library Construction Method,bts:LibraryConstructionMethod,enum: 10xFLEX | 10xGEM3' | 10xGEM5' | 10xMultiome | 10xV1.0 | 10xV1.1 | 10xV2 | 10xV3 | 10xV3.1 | CEL-seq2 | Drop-seq | InDropsV2 | InDropsV3 | NexteraXT | Sci-ATAC-seq | Smart-SeqV4 | Smart-seq2 | TruDrop,
HTAN2,Library Layout,bts:LibraryLayout,enum: LongRead | Mid-length | PairedEnd | SingleRead,
HTAN2,Library Preparation Days from Index,bts:LibraryPreparationDaysfromIndex,text,validation=regex match \d+$|Not\sApplicable$|unknown$
HTAN2,Library Preparation Kit Name,bts:LibraryPreparationKitName,text,
HTAN2,Library Preparation Kit Vendor,bts:LibraryPreparationKitVendor,text,
HTAN2,Library Preparation Kit Version,bts:LibraryPreparationKitVersion,text,
HTAN2,Library Selection Method,bts:LibrarySelectionMethod,enum: AffinityEnrichment | HybridSelection | MiRNASizeFractionation | Other | PCR | Poly-TEnrichment | RRNADepletion | Random,
HTAN2,Library Strand,bts:LibraryStrand,enum: FirstStranded | NotApplicable | SecondStranded | Unstranded,
HTAN2,Ligation Condition,bts:LigationCondition,text,
HTAN2,Linked Matrices,bts:LinkedMatrices,text,
HTAN2,Loop Calling,bts:LoopCalling,enum: Cooltools | HiCCUPS | Other,
HTAN2,Loop Window,bts:LoopWindow,text,validation=list like  |  regex search -?\d+
HTAN2,Lot,bts:Lot,text,
HTAN2,LowMapQ,bts:LowMapQ,text,
HTAN2,MACS2 End,bts:MACS2End,text,
HTAN2,MACS2 Fold Change,bts:MACS2FoldChange,text,
HTAN2,MACS2 Name,bts:MACS2Name,text,
HTAN2,MACS2 Neg Log10 pvalue Summit,bts:MACS2NegLog10pvalueSummit,text,
HTAN2,MACS2 Neg Log10 qvalue Summit,bts:MACS2NegLog10qvalueSummit,text,
HTAN2,MACS2 Relative Summit Position,bts:MACS2RelativeSummitPosition,text,
HTAN2,MACS2 Score,bts:MACS2Score,text,
HTAN2,MACS2 Seqnames,bts:MACS2Seqnames,text,
HTAN2,MACS2 Start,bts:MACS2Start,text,
HTAN2,MACS2 Strand,bts:MACS2Strand,text,
HTAN2,MACS2 Width,bts:MACS2Width,text,
HTAN2,MapQ30,bts:MapQ30,text,
HTAN2,Mass Range High Value,bts:MassRangeHighValue,text,
HTAN2,Mass Range Low Value,bts:MassRangeLowValue,text,
HTAN2,Mass Spectrometry Auxiliary File,bts:MassSpectrometryAuxiliaryFile,text,
HTAN2,Matched Spatial Barcode Tag,bts:MatchedSpatialBarcodeTag,text,
HTAN2,Matrix Type,bts:MatrixType,enum: BatchCorrectedCounts | NormalizedCounts | RawCounts | ScaledCounts,
HTAN2,Mean Coverage,bts:MeanCoverage,text,
HTAN2,Mean Reads per Spatial Spot,bts:MeanReadsperSpatialSpot,text,validation=num
HTAN2,Mean Total Transcripts per Area,bts:MeanTotalTranscriptsperArea,text,
HTAN2,Median Fraction of Reads in Annotated cis DNA Elements,bts:MedianFractionofReadsinAnnotatedcisDNAElements,text,
HTAN2,Median Fraction of Reads in Peaks,bts:MedianFractionofReadsinPeaks,text,
HTAN2,Median Number Genes per Spatial Spot,bts:MedianNumberGenesperSpatialSpot,text,validation=num
HTAN2,Median Passing Read Percentage,bts:MedianPassingReadPercentage,text,
HTAN2,Median Percentage of Mitochondrial Reads per Nucleus,bts:MedianPercentageofMitochondrialReadsperNucleus,text,
HTAN2,Median UMI Counts per Spot,bts:MedianUMICountsperSpot,text,validation=num
HTAN2,Median UMIs per Cell Number,bts:MedianUMIsperCellNumber,text,
HTAN2,MERFISH Codebook File,bts:MERFISHCodebookFile,text,
HTAN2,MERFISH Positions File,bts:MERFISHPositionsFile,text,
HTAN2,Metal Isotope Element,bts:MetalIsotopeElement,enum: Ac | Ag | Al | Am | Ar | As | At | Au | B | Ba | Be | Bh | Bi | Bk | Br | C | Ca | Cd | Ce | Cf | Cl | Cn | Co | Cr | Cs | Cu | Db | Ds | Dy | Er | Es | Eu | F | Fe | Fl | Fm | Fr | Ga | Gd | Ge | H | He | Hf | Hg | Ho | Hs | I | In | Ir | K | ... (+67 more),validation=str
HTAN2,Metal Isotope Mass,bts:MetalIsotopeMass,text,validation=int
HTAN2,Micro-region Seq Platform,bts:Micro-regionSeqPlatform,enum: LaserCaptureMicrodissection | RarecytePick-Seq,
HTAN2,Microarray Label,bts:MicroarrayLabel,text,
HTAN2,Microarray Molecule,bts:MicroarrayMolecule,enum: DNA | RNA,
HTAN2,Microarray Platform ID,bts:MicroarrayPlatformID,text,validation=regex match GPL\d+
HTAN2,Microarray Protocol Auxiliary File,bts:MicroarrayProtocolAuxiliaryFile,text,validation=regex match syn\d+
HTAN2,Microarray Value Definition,bts:MicroarrayValueDefinition,text,
HTAN2,Microscope,bts:Microscope,text,
HTAN2,Mitochondrial Read-Pairs,bts:MitochondrialRead-Pairs,text,
HTAN2,MS Assay Category,bts:MSAssayCategory,text,
HTAN2,MS Batch ID,bts:MSBatchID,text,
HTAN2,MS Instrument Metadata File,bts:MSInstrumentMetadataFile,text,
HTAN2,MS Instrument Vendor and Model,bts:MSInstrumentVendorandModel,text,
HTAN2,MS Labeling,bts:MSLabeling,text,
HTAN2,MS Scan Mode,bts:MSScanMode,enum: MS | MS/MS | MS3 | Other,
HTAN2,MS Source,bts:MSSource,enum: DESI | MALDI | MALDI-2 | NESI | Other | SIMS,
HTAN2,MS-based Assay Type,bts:MS-basedAssayType,enum: LC-MS | LC-MS/MS | MS | TMT,
HTAN2,MS-based Targeted,bts:MS-basedTargeted,enum: Targeted | Untargeted,
HTAN2,MSI Score,bts:MSIScore,text,
HTAN2,MSI Status,bts:MSIStatus,enum: MSI | MSI-high | MSI-low | MSS,
HTAN2,MSI Workflow Link,bts:MSIWorkflowLink,text,
HTAN2,Multiplex Barcode,bts:MultiplexBarcode,text,
HTAN2,nCount Peaks,bts:NCountPeaks,text,
HTAN2,nCount RNA,bts:NCountRNA,text,
HTAN2,nFeature Peaks,bts:NFeaturePeaks,text,
HTAN2,nFeature RNA,bts:NFeatureRNA,text,
HTAN2,NominalMagnification,bts:NominalMagnification,text,validation=num
HTAN2,Normalization Method,bts:NormalizationMethod,text,
HTAN2,Nuclei Barcode Length,bts:NucleiBarcodeLength,text,
HTAN2,Nuclei Barcode Read,bts:NucleiBarcodeRead,text,
HTAN2,Nuclei Permeabilization Method,bts:NucleiPermeabilizationMethod,text,
HTAN2,Nucleic Acid Capture Days from Index,bts:NucleicAcidCaptureDaysfromIndex,text,validation=regex match \d+$|Not\sApplicable$|unknown$
HTAN2,Nucleic Acid Source,bts:NucleicAcidSource,enum: BulkNuclei | BulkWholeCell | Micro-region | SingleCell | SingleNucleus,
HTAN2,Nucleosome Percentile,bts:NucleosomePercentile,text,
HTAN2,Nucleosome Signal,bts:NucleosomeSignal,text,
HTAN2,Nucleus Identifier,bts:NucleusIdentifier,enum: NucleiBarcode,
HTAN2,Number of Features,bts:NumberofFeatures,text,validation=int
HTAN2,Number of FOVs,bts:NumberofFOVs,text,
HTAN2,Number of Objects,bts:NumberofObjects,text,validation=int
HTAN2,Objective,bts:Objective,text,
HTAN2,Oligo Barcode Lower Strand,bts:OligoBarcodeLowerStrand,text,
HTAN2,Oligo Barcode Upper Strand,bts:OligoBarcodeUpperStrand,text,
HTAN2,On Target Fragments,bts:OnTargetFragments,text,
HTAN2,Overrepresented Sequences,bts:OverrepresentedSequences,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN2,Pairs On Diff CHR,bts:PairsOnDiffCHR,text,
HTAN2,Panel Name,bts:PanelName,text,
HTAN2,Parameter file,bts:Parameterfile,text,
HTAN2,Passed Filters,bts:PassedFilters,text,
HTAN2,Passed QC,bts:PassedQC,enum: No-ChannelsQC | Yes,
HTAN2,Pct Reads in Peaks,bts:PctReadsinPeaks,text,
HTAN2,Peak Region Cutsites,bts:PeakRegionCutsites,text,
HTAN2,Peak Region Fragments,bts:PeakRegionFragments,text,
HTAN2,Peaks Calling Software,bts:PeaksCallingSoftware,text,
HTAN2,Per Base N Content,bts:PerBaseNContent,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN2,Per Base Sequence Content,bts:PerBaseSequenceContent,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN2,Per Base Sequence Quality,bts:PerBaseSequenceQuality,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN2,Per Sequence GC Content,bts:PerSequenceGCContent,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN2,Per Sequence Quality Score,bts:PerSequenceQualityScore,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN2,Per Tile Sequence Quality,bts:PerTileSequenceQuality,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN2,Percent GC Content,bts:PercentGCContent,text,
HTAN2,Percent of Transcripts within Cells,bts:PercentofTranscriptswithinCells,text,
HTAN2,Permeabilization Time,bts:PermeabilizationTime,text,
HTAN2,Phospho Site,bts:PhosphoSite,text,
HTAN2,Phosphoprotein Flag,bts:PhosphoproteinFlag,enum: False | True,
HTAN2,PhysicalSizeX,bts:PhysicalSizeX,text,
HTAN2,PhysicalSizeXUnit,bts:PhysicalSizeXUnit,enum: Cm | Mm | Nm | Å | Μm,
HTAN2,PhysicalSizeY,bts:PhysicalSizeY,text,
