Project,Attribute,Attribute ID,Range,Validation Rules
HTAN,Base Caller Version,bts:BaseCallerVersion,text,
HTAN,Basic Statistics,bts:BasicStatistics,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN,Batch Correction Method,bts:BatchCorrectionMethod,text,
HTAN,Beadchip Array,bts:BeadchipArray,enum: HM27K | HM450K,
HTAN,Beads Total,bts:BeadsTotal,text,
HTAN,Biotin Enrichment,bts:BiotinEnrichment,enum: No | Yes,
HTAN,Bisulfite Conversion,bts:BisulfiteConversion,enum: AgilentSureSelectXTMethyl-Seq | NEBNextEnzymaticMethyl-seqKit | ZimoEZ-96DNAMethylationDeepKit | ZimoEZ-96DNAMethylationShallowKit | ZimoEZDNAMethylationKit,
HTAN,Blacklist Ratio,bts:BlacklistRatio,text,
HTAN,Blacklist Region Fragments,bts:BlacklistRegionFragments,text,
HTAN,Bulk Methylation Assay Type,bts:BulkMethylationAssayType,enum: BeadchipArray | TargetedGenome | Wholegenome,
HTAN,Bulk Methylation Genomic Reference,bts:BulkMethylationGenomicReference,enum: HG19 | HG38 | T2TCHM13,
HTAN,Capture Area,bts:CaptureArea,enum: A | A1 | B | B1 | C | C1 | D | D1,
HTAN,Catalog Number,bts:CatalogNumber,text,
HTAN,CDS avg_read_length,bts:CDSavgReadLength,text,validation=int
HTAN,CDS bases,bts:CDSbases,text,validation=int
HTAN,CDS coverage,bts:CDScoverage,text,validation=int
HTAN,CDS custom_assembly_fasta_file_for_alignment,bts:CDScustomAssemblyFastaFileForAlignment,text,validation=str
HTAN,CDS design_description,bts:CDSdesignDescription,text,validation=str
HTAN,CDS instrument_model,bts:CDSinstrumentModel,enum: 454GS | 454GS20 | 454GSFLX | 454GSFLX+ | 454GSFLXTitanium | 454GSJunior | AB310GeneticAnalyzer | AB3130GeneticAnalyzer | AB3130xLGeneticAnalyzer | AB3500GeneticAnalyzer | AB3500xLGeneticAnalyzer | AB3730GeneticAnalyzer | AB3730xLGeneticAnalyzer | AB5500GeneticAnalyzer | AB5500x-WlGeneticAnalyzer | AB5500xlGeneticAnalyzer | ABSOLiD3PlusSystem | ABSOLiD4System | ABSOLiD4hqSystem | ABSOLiDPISystem | ABSOLiDSystem | ABSOLiDSystem2.0 | ABSOLiDSystem3.0 | BGISEQ-500 | CompleteGenomics | DNBSEQ-G400 | DNBSEQ-G50 | DNBSEQ-T7 | GridION | HelicosHeliScope | HiSeqXFive | HiSeqXTen | IlluminaGenomeAnalyzer | IlluminaGenomeAnalyzerII | IlluminaGenomeAnalyzerIIx | IlluminaHiScanSQ | IlluminaHiSeq1000 | IlluminaHiSeq1500 | IlluminaHiSeq2000 | IlluminaHiSeq2500 | IlluminaHiSeq3000 | IlluminaHiSeq4000 | IlluminaMiSeq | IlluminaMiniSeq | IlluminaNovaSeq6000 | IlluminaiSeq100 | IonTorrentPGM | IonTorrentProton | IonTorrentS5 | IonTorrentS5XL | ... (+9 more),validation=str
HTAN,CDS library_id,bts:CDSlibraryId,text,validation=str
HTAN,CDS library_layout,bts:CDSlibraryLayout,enum: Paired-end | Single-end,validation=str
HTAN,CDS library_selection,bts:CDSlibrarySelection,enum: 5-methylcytidineantibody | CAGE | CDNA | CDNAOligoDT | CDNARandomPriming | CF-H | CF-M | CF-S | CF-T | ChIP | DNAse | HMPR | HybridSelection | InverserRNA | MBD2proteinmethyl-CpGbindingdomain | MDA | MF | MNase | MSLL | Oligo-dT | Other | PCR | Padlockprobescapturemethod | PolyA | RACE | RANDOM | RANDOMPCR | RT-PCR | ReducedRepresentation | Repeatfractionation | RestrictionDigest | Sizefractionation | Unspecified,validation=str
HTAN,CDS library_source,bts:CDSlibrarySource,enum: GENOMIC | GENOMICSINGLECELL | METAGENOMIC | METATRANSCRIPTOMIC | OTHER | SYNTHETIC | TRANSCRIPTOMIC | TRANSCRIPTOMICSINGLECELL | VIRALRNA,validation=str
HTAN,CDS library_strategy,bts:CDSlibraryStrategy,enum: AMPLICON | ATAC-seq | Bisulfite-Seq | CLONE | CLONEEND | CTS | ChIA-PET | ChIP-Seq | DNase-Hypersensitivity | EST | FAIRE-seq | FINISHING | FL-cDNA | Hi-C | MBD-Seq | MNase-Seq | MRE-Seq | MeDIP-Seq | MiRNA-Seq | NcRNA-Seq | OTHER | POOLCLONE | RAD-Seq | RIP-Seq | RNA-Seq | SELEX | SsRNA-seq | Synthetic-Long-Read | Targeted-Capture | TetheredChromatinConformationCapture | Tn-Seq | WCS | WGA | WGS | WXS,validation=str
HTAN,CDS number_of_reads,bts:CDSnumberOfReads,text,validation=int
HTAN,CDS platform,bts:CDSplatform,enum: ABISOLID | BGISEQ | CAPILLARY | COMPLETEGENOMICS | HELICOS | ILLUMINA | IONTORRENT | LS454 | OXFORDNANOPORE | PACBIOSMRT,validation=str
HTAN,CDS reference_genome_assembly,bts:CDSreferenceGenomeAssembly,text,validation=str
HTAN,CDS sequence_alignment_software,bts:CDSsequenceAlignmentSoftware,text,validation=str
HTAN,Cell Barcode Length,bts:CellBarcodeLength,text,
HTAN,Cell Barcode Offset,bts:CellBarcodeOffset,text,
HTAN,Cell Barcode Tag,bts:CellBarcodeTag,text,
HTAN,Cell Median Number Genes,bts:CellMedianNumberGenes,text,
HTAN,Cell Median Number Reads,bts:CellMedianNumberReads,text,
HTAN,Cell Total,bts:CellTotal,text,
HTAN,Channel ID,bts:ChannelID,text,
HTAN,Channel Metadata Filename,bts:ChannelMetadataFilename,text,
HTAN,Channel Name,bts:ChannelName,text,
HTAN,Channel Passed QC,bts:ChannelPassedQC,enum: No-ChannelFailedQC | Yes,
HTAN,Checksum,bts:Checksum,text,
HTAN,Chimeric Read-Pairs,bts:ChimericRead-Pairs,text,
HTAN,Clonality,bts:Clonality,enum: Clonal | Non-clonal,
HTAN,Clone,bts:Clone,text,
HTAN,Comment,bts:Comment,text,
HTAN,Commit SHA,bts:CommitSHA,text,
HTAN,Component,bts:Component,text,
HTAN,Concentration,bts:Concentration,text,
HTAN,Contamination,bts:Contamination,text,
HTAN,Contamination Error,bts:ContaminationError,text,
HTAN,CosMx Assay Type,bts:CosMxAssayType,enum: Protein | RNA,
HTAN,CosMx Bundle Contents,bts:CosMxBundleContents,text,
HTAN,Crosslinking Condtion,bts:CrosslinkingCondtion,text,
HTAN,Cryopreserved Cells in Sample,bts:CryopreservedCellsinSample,enum: No | Yes,
HTAN,Cycle Number,bts:CycleNumber,text,validation=int
HTAN,Data Category,bts:DataCategory,enum: ExonExpressionQuantification | GeneExpression | GeneExpressionQuantification | IsoformExpressionQuantification | Other | SpliceJunctionQuantification | TranscriptExpression,
HTAN,Data Collection Mode,bts:DataCollectionMode,enum: DDA | DIA | Other,
HTAN,Decoded Transcripts,bts:DecodedTranscripts,text,
HTAN,Dilution,bts:Dilution,text,
HTAN,DimensionOrder,bts:DimensionOrder,enum: XYCTZ | XYCZT | XYTZC | XYZCT | XYZTC | ZYX,
HTAN,Dissociation Method,bts:DissociationMethod,enum: Dounce | EnzymaticDigestion | GentleMACS | NotApplicable,
HTAN,DMC Calling Tool,bts:DMCCallingTool,enum: BSmooth | BiSeq | DSS | DSS-single | MACAU | MOABS | MethylDackel | MethylKit | MethylSig | Metilene,
HTAN,DMC Calling Workflow URL,bts:DMCCallingWorkflowURL,text,validation=url
HTAN,DMC data file format,bts:DMCdatafileformat,enum: BED | BedGraph,
HTAN,DMR Calling Tool,bts:DMRCallingTool,enum: BSmooth | BiSeq | DSS | DSS-single | MACAU | MOABS | MethylKit | MethylSig | Metilene,
HTAN,DMR Calling Workflow URL,bts:DMRCallingWorkflowURL,text,validation=url
HTAN,DMR data file Format,bts:DMRdatafileFormat,enum: BED | BedGraph,
HTAN,DNA Digestion Condition,bts:DNADigestionCondition,text,
HTAN,DNA Input Amount,bts:DNAInputAmount,text,validation=int
HTAN,DNase Sensitive Region Fragments,bts:DNaseSensitiveRegionFragments,text,
HTAN,Duplicate Read-Pairs,bts:DuplicateRead-Pairs,text,
HTAN,Duplicate Removal Software,bts:DuplicateRemovalSoftware,enum: PicardMarkDuplicates | Samtoolssort,
HTAN,DV200,bts:DV200,text,
HTAN,EM beam current,bts:EMbeamcurrent,text,validation=num
HTAN,EM contrast type,bts:EMcontrasttype,enum: SEM | TEM,
HTAN,EM dwell or exposure time,bts:EMdwellorexposuretime,text,validation=num
HTAN,EM instrument,bts:EMinstrument,text,validation=str
HTAN,EM method,bts:EMmethod,enum: AT | CryoET | ET | FIB-SEM | SBF-SEM | SEM | SsTEM | TEM,
HTAN,EM signal or contrast mech,bts:EMsignalorcontrastmech,enum: BSE | Bright-field | Dark-field | Phase | SE,
HTAN,EM signal processing,bts:EMsignalprocessing,enum: Frameaveraging | Frameintegration | Lineintegration | None,
HTAN,EM spot size,bts:EMspotsize,text,validation=num
HTAN,EM stage tilt,bts:EMstagetilt,text,validation=num
HTAN,EM voltage,bts:EMvoltage,text,validation=num
HTAN,Emission Bandwidth,bts:EmissionBandwidth,text,validation=num
HTAN,Emission Wavelength,bts:EmissionWavelength,text,validation=num
HTAN,Empty Well Barcode,bts:EmptyWellBarcode,text,
HTAN,Encoding,bts:Encoding,text,
HTAN,End Bias,bts:EndBias,enum: 3Prime | 5Prime | FullLengthTranscript,
HTAN,Enhancer Region Fragments,bts:EnhancerRegionFragments,text,
HTAN,Excitation Bandwidth,bts:ExcitationBandwidth,text,validation=num
HTAN,Excitation Wavelength,bts:ExcitationWavelength,text,validation=num
HTAN,Experiment IF Channels,bts:ExperimentIFChannels,text,
HTAN,Expression Units,bts:ExpressionUnits,enum: Counts | FPKM | NA | Other | RPKM | TPM,
HTAN,Feature Barcode Library Type,bts:FeatureBarcodeLibraryType,enum: 10xADT–citeseq/hashing | 10xBCR | 10xTCR,
HTAN,Feature Reference Id,bts:FeatureReferenceId,text,
HTAN,File Format,bts:FileFormat,enum: 7z | Ab1 | Abf | Am | Avi | Bai | Bam | Bcf | Bed | BedbroadPeak | BedgappedPeak | Bedgraph | BednarrowPeak | Bedpe | Bgzip | Bigwig | Bpm | Cel | Cellam | Chp | Cloupe | Csv | Czi | DICOM | Dat | Dcc | Doc | Dup | Excel | Fasta | Fastq | Fig | Flagstat | Gct | Gff3 | Gtf | Gzip | Hdf5 | Hic | Html | Hyperlink | Idat | Idx | Jpg | Json | Locs | M | Maf | Md | Mex | ... (+42 more),
HTAN,Filename,bts:Filename,text,validation=regex search ^.+\/\S*$
HTAN,Flow Cell Barcode,bts:FlowCellBarcode,text,
HTAN,Fluorophore,bts:Fluorophore,text,
HTAN,FOV number,bts:FOVnumber,text,validation=num
HTAN,FOVX,bts:FOVX,text,validation=num
HTAN,FOVXUnit,bts:FOVXUnit,enum: Cm | Mm | Nm | Å | Μm,
HTAN,FOVY,bts:FOVY,text,validation=num
HTAN,FOVYUnit,bts:FOVYUnit,enum: Cm | Mm | Nm | Å | Μm,
HTAN,Fragment Maximum Length,bts:FragmentMaximumLength,text,
HTAN,Fragment Mean Length,bts:FragmentMeanLength,text,
HTAN,Fragment Minimum Length,bts:FragmentMinimumLength,text,
HTAN,Fragment Standard Deviation Length,bts:FragmentStandardDeviationLength,text,
HTAN,Frame Averaging,bts:FrameAveraging,text,
HTAN,Fusion Gene Detected,bts:FusionGeneDetected,enum: No | Unknown | Yes-FusionGeneDetected,
HTAN,Fusion Gene Identity,bts:FusionGeneIdentity,enum: EWS-ERG | EWS-FLI | EWS-WT1 | OtherFusionGene | SYT-SSX1 | SYT-SSX2,validation=list like
HTAN,GENCODE Gene Symbol Target,bts:GENCODEGeneSymbolTarget,text,
HTAN,Genome Annotation URL,bts:GenomeAnnotationURL,text,
HTAN,Genomic Reference,bts:GenomicReference,text,
HTAN,Genomic Reference URL,bts:GenomicReferenceURL,text,
HTAN,GeoMx DSP Assay Type,bts:GeoMxDSPAssayType,enum: ProteinNGS | ProteinnCounter | RNANGS | RNAnCounter,
HTAN,GeoMx DSP Genomic Reference,bts:GeoMxDSPGenomicReference,text,validation=num
HTAN,GeoMx DSP Library Preparation Kit Vendor,bts:GeoMxDSPLibraryPreparationKitVendor,text,
HTAN,GeoMx DSP Library Preparation Kit Version,bts:GeoMxDSPLibraryPreparationKitVersion,text,
HTAN,GeoMx DSP NGS Library Preparation Kit Name,bts:GeoMxDSPNGSLibraryPreparationKitName,text,
HTAN,GeoMx DSP NGS Library Selection Method,bts:GeoMxDSPNGSLibrarySelectionMethod,text,
HTAN,GeoMx DSP NGS Sequencing Platform,bts:GeoMxDSPNGSSequencingPlatform,text,
HTAN,GeoMx DSP Unique Probe Count,bts:GeoMxDSPUniqueProbeCount,text,validation=num
HTAN,GeoMx DSP Unique Target Count,bts:GeoMxDSPUniqueTargetCount,text,validation=num
HTAN,GeoMx DSP Workflow Link,bts:GeoMxDSPWorkflowLink,text,
HTAN,GeoMx DSP Workflow Parameter Description,bts:GeoMxDSPWorkflowParameterDescription,text,
HTAN,GeoMx DSP Workflow Type,bts:GeoMxDSPWorkflowType,text,
HTAN,Germline Variants Workflow Type,bts:GermlineVariantsWorkflowType,enum: GATK4 | None | OtherGermlineVariantsWorkflowType,
HTAN,Germline Variants Workflow URL,bts:GermlineVariantsWorkflowURL,text,
HTAN,HTAN Channel Metadata ID,bts:HTANChannelMetadataID,text,
HTAN,HTAN Data File ID,bts:HTANDataFileID,text,validation=regex match ^(HTA([1-9]|1[0-6]))_((EXT)?([0-9]\d*|0000))_([0-9]\d*|0000)$ warning
HTAN,HTAN Parent Biospecimen ID,bts:HTANParentBiospecimenID,text,
HTAN,HTAN Parent Channel Metadata ID,bts:HTANParentChannelMetadataID,text,
HTAN,HTAN Parent Data File ID,bts:HTANParentDataFileID,text,
HTAN,HTAN Participant ID,bts:HTANParticipantID,text,validation=regex match ^(HTA([1-9]|1[0-6]))_((EXT)?([0-9]\d*|0000))$ warning
HTAN,HTAN RPPA Antibody Table,bts:HTANRPPAAntibodyTable,text,
HTAN,HTAN RPPA Antibody Table ID,bts:HTANRPPAAntibodyTableID,text,
HTAN,Image ID,bts:ImageID,text,
HTAN,Image Re-orientation,bts:ImageRe-orientation,enum: FALSE | TRUE,
HTAN,Imaging Assay Type,bts:ImagingAssayType,enum: CODEX | CyCIF | ExSeq | GeoMX-DSP | H&E | IHC | IMC | MERFISH | MIBI | MIHC | MxIF | NotApplicable | RareCyteOrion | SABER | T-CyCIF,
HTAN,Imaging Object Class,bts:ImagingObjectClass,enum: Cytoplasm | ImagingObjectClassOther | Nucleus | Plasmamembrane | Spot | Wholecell,validation=list like
HTAN,Imaging Object Class Description,bts:ImagingObjectClassDescription,text,
HTAN,Imaging Segmentation Data Type,bts:ImagingSegmentationDataType,enum: Mask | Outline | Point | Polygon | ProbabilityMap,
HTAN,Imaging Summary Statistic,bts:ImagingSummaryStatistic,enum: Mean | Median | NotSpecified,
HTAN,Immersion,bts:Immersion,enum: Air | Oil | Other | Water,
HTAN,Index File Name,bts:IndexFileName,text,
HTAN,Input Cells and Nuclei,bts:InputCellsandNuclei,text,
HTAN,Internal Ab ID,bts:InternalAbID,text,
HTAN,Is lowest level,bts:Islowestlevel,enum: No | Yes-Islowestlevel,
HTAN,Kmer Content,bts:KmerContent,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN,Lambda methylation ratio,bts:Lambdamethylationratio,text,
HTAN,Lane Number,bts:LaneNumber,text,
HTAN,LC Column Vendor and Model,bts:LCColumnVendorandModel,text,
HTAN,LC Flow Rate,bts:LCFlowRate,text,
HTAN,LC Gradient,bts:LCGradient,text,
HTAN,LC ID Value,bts:LCIDValue,text,
HTAN,LC Instrument Vendor and Model,bts:LCInstrumentVendorandModel,text,
HTAN,LC Length Value,bts:LCLengthValue,text,
HTAN,LC Mobile Phase A,bts:LCMobilePhaseA,text,
HTAN,LC Mobile Phase B,bts:LCMobilePhaseB,text,
HTAN,LC Resin,bts:LCResin,text,
HTAN,LC Temp Value,bts:LCTempValue,text,
HTAN,LensNA,bts:LensNA,text,validation=num
HTAN,Library Construction Method,bts:LibraryConstructionMethod,enum: 10xFLEX | 10xGEM3' | 10xGEM5' | 10xMultiome | 10xV1.0 | 10xV1.1 | 10xV2 | 10xV3 | 10xV3.1 | CEL-seq2 | Drop-seq | InDropsV2 | InDropsV3 | NexteraXT | Sci-ATAC-seq | Smart-SeqV4 | Smart-seq2 | TruDrop,
HTAN,Library Layout,bts:LibraryLayout,enum: LongRead | Mid-length | PairedEnd | SingleRead,
HTAN,Library Preparation Days from Index,bts:LibraryPreparationDaysfromIndex,text,validation=regex match \d+$|Not\sApplicable$|unknown$
HTAN,Library Preparation Kit Name,bts:LibraryPreparationKitName,text,
HTAN,Library Preparation Kit Vendor,bts:LibraryPreparationKitVendor,text,
HTAN,Library Preparation Kit Version,bts:LibraryPreparationKitVersion,text,
HTAN,Library Selection Method,bts:LibrarySelectionMethod,enum: AffinityEnrichment | HybridSelection | MiRNASizeFractionation | Other | PCR | Poly-TEnrichment | RRNADepletion | Random,
HTAN,Library Strand,bts:LibraryStrand,enum: FirstStranded | NotApplicable | SecondStranded | Unstranded,
HTAN,Ligation Condition,bts:LigationCondition,text,
HTAN,Linked Matrices,bts:LinkedMatrices,text,
HTAN,Loop Calling,bts:LoopCalling,enum: Cooltools | HiCCUPS | Other,
HTAN,Loop Window,bts:LoopWindow,text,validation=list like  |  regex search -?\d+
HTAN,Lot,bts:Lot,text,
HTAN,LowMapQ,bts:LowMapQ,text,
HTAN,MACS2 End,bts:MACS2End,text,
HTAN,MACS2 Fold Change,bts:MACS2FoldChange,text,
HTAN,MACS2 Name,bts:MACS2Name,text,
HTAN,MACS2 Neg Log10 pvalue Summit,bts:MACS2NegLog10pvalueSummit,text,
HTAN,MACS2 Neg Log10 qvalue Summit,bts:MACS2NegLog10qvalueSummit,text,
HTAN,MACS2 Relative Summit Position,bts:MACS2RelativeSummitPosition,text,
HTAN,MACS2 Score,bts:MACS2Score,text,
HTAN,MACS2 Seqnames,bts:MACS2Seqnames,text,
HTAN,MACS2 Start,bts:MACS2Start,text,
HTAN,MACS2 Strand,bts:MACS2Strand,text,
HTAN,MACS2 Width,bts:MACS2Width,text,
HTAN,MapQ30,bts:MapQ30,text,
HTAN,Mass Range High Value,bts:MassRangeHighValue,text,
HTAN,Mass Range Low Value,bts:MassRangeLowValue,text,
HTAN,Mass Spectrometry Auxiliary File,bts:MassSpectrometryAuxiliaryFile,text,
HTAN,Matched Spatial Barcode Tag,bts:MatchedSpatialBarcodeTag,text,
HTAN,Matrix Type,bts:MatrixType,enum: BatchCorrectedCounts | NormalizedCounts | RawCounts | ScaledCounts,
HTAN,Mean Coverage,bts:MeanCoverage,text,
HTAN,Mean Reads per Spatial Spot,bts:MeanReadsperSpatialSpot,text,validation=num
HTAN,Mean Total Transcripts per Area,bts:MeanTotalTranscriptsperArea,text,
HTAN,Median Fraction of Reads in Annotated cis DNA Elements,bts:MedianFractionofReadsinAnnotatedcisDNAElements,text,
HTAN,Median Fraction of Reads in Peaks,bts:MedianFractionofReadsinPeaks,text,
HTAN,Median Number Genes per Spatial Spot,bts:MedianNumberGenesperSpatialSpot,text,validation=num
HTAN,Median Passing Read Percentage,bts:MedianPassingReadPercentage,text,
HTAN,Median Percentage of Mitochondrial Reads per Nucleus,bts:MedianPercentageofMitochondrialReadsperNucleus,text,
HTAN,Median UMI Counts per Spot,bts:MedianUMICountsperSpot,text,validation=num
HTAN,Median UMIs per Cell Number,bts:MedianUMIsperCellNumber,text,
HTAN,MERFISH Codebook File,bts:MERFISHCodebookFile,text,
HTAN,MERFISH Positions File,bts:MERFISHPositionsFile,text,
HTAN,Metal Isotope Element,bts:MetalIsotopeElement,enum: Ac | Ag | Al | Am | Ar | As | At | Au | B | Ba | Be | Bh | Bi | Bk | Br | C | Ca | Cd | Ce | Cf | Cl | Cn | Co | Cr | Cs | Cu | Db | Ds | Dy | Er | Es | Eu | F | Fe | Fl | Fm | Fr | Ga | Gd | Ge | H | He | Hf | Hg | Ho | Hs | I | In | Ir | K | ... (+67 more),validation=str
HTAN,Metal Isotope Mass,bts:MetalIsotopeMass,text,validation=int
HTAN,Micro-region Seq Platform,bts:Micro-regionSeqPlatform,enum: LaserCaptureMicrodissection | RarecytePick-Seq,
HTAN,Microarray Label,bts:MicroarrayLabel,text,
HTAN,Microarray Molecule,bts:MicroarrayMolecule,enum: DNA | RNA,
HTAN,Microarray Platform ID,bts:MicroarrayPlatformID,text,validation=regex match GPL\d+
HTAN,Microarray Protocol Auxiliary File,bts:MicroarrayProtocolAuxiliaryFile,text,validation=regex match syn\d+
HTAN,Microarray Value Definition,bts:MicroarrayValueDefinition,text,
HTAN,Microscope,bts:Microscope,text,
HTAN,Mitochondrial Read-Pairs,bts:MitochondrialRead-Pairs,text,
HTAN,MS Assay Category,bts:MSAssayCategory,text,
HTAN,MS Batch ID,bts:MSBatchID,text,
HTAN,MS Instrument Metadata File,bts:MSInstrumentMetadataFile,text,
HTAN,MS Instrument Vendor and Model,bts:MSInstrumentVendorandModel,text,
HTAN,MS Labeling,bts:MSLabeling,text,
HTAN,MS Scan Mode,bts:MSScanMode,enum: MS | MS/MS | MS3 | Other,
HTAN,MS Source,bts:MSSource,enum: DESI | MALDI | MALDI-2 | NESI | Other | SIMS,
HTAN,MS-based Assay Type,bts:MS-basedAssayType,enum: LC-MS | LC-MS/MS | MS | TMT,
HTAN,MS-based Targeted,bts:MS-basedTargeted,enum: Targeted | Untargeted,
HTAN,MSI Score,bts:MSIScore,text,
HTAN,MSI Status,bts:MSIStatus,enum: MSI | MSI-high | MSI-low | MSS,
HTAN,MSI Workflow Link,bts:MSIWorkflowLink,text,
HTAN,Multiplex Barcode,bts:MultiplexBarcode,text,
HTAN,nCount Peaks,bts:NCountPeaks,text,
HTAN,nCount RNA,bts:NCountRNA,text,
HTAN,nFeature Peaks,bts:NFeaturePeaks,text,
HTAN,nFeature RNA,bts:NFeatureRNA,text,
HTAN,NominalMagnification,bts:NominalMagnification,text,validation=num
HTAN,Normalization Method,bts:NormalizationMethod,text,
HTAN,Nuclei Barcode Length,bts:NucleiBarcodeLength,text,
HTAN,Nuclei Barcode Read,bts:NucleiBarcodeRead,text,
HTAN,Nuclei Permeabilization Method,bts:NucleiPermeabilizationMethod,text,
HTAN,Nucleic Acid Capture Days from Index,bts:NucleicAcidCaptureDaysfromIndex,text,validation=regex match \d+$|Not\sApplicable$|unknown$
HTAN,Nucleic Acid Source,bts:NucleicAcidSource,enum: BulkNuclei | BulkWholeCell | Micro-region | SingleCell | SingleNucleus,
HTAN,Nucleosome Percentile,bts:NucleosomePercentile,text,
HTAN,Nucleosome Signal,bts:NucleosomeSignal,text,
HTAN,Nucleus Identifier,bts:NucleusIdentifier,enum: NucleiBarcode,
HTAN,Number of Features,bts:NumberofFeatures,text,validation=int
HTAN,Number of FOVs,bts:NumberofFOVs,text,
HTAN,Number of Objects,bts:NumberofObjects,text,validation=int
HTAN,Objective,bts:Objective,text,
HTAN,Oligo Barcode Lower Strand,bts:OligoBarcodeLowerStrand,text,
HTAN,Oligo Barcode Upper Strand,bts:OligoBarcodeUpperStrand,text,
HTAN,On Target Fragments,bts:OnTargetFragments,text,
HTAN,Overrepresented Sequences,bts:OverrepresentedSequences,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN,Pairs On Diff CHR,bts:PairsOnDiffCHR,text,
HTAN,Panel Name,bts:PanelName,text,
HTAN,Parameter file,bts:Parameterfile,text,
HTAN,Passed Filters,bts:PassedFilters,text,
HTAN,Passed QC,bts:PassedQC,enum: No-ChannelsQC | Yes,
HTAN,Pct Reads in Peaks,bts:PctReadsinPeaks,text,
HTAN,Peak Region Cutsites,bts:PeakRegionCutsites,text,
HTAN,Peak Region Fragments,bts:PeakRegionFragments,text,
HTAN,Peaks Calling Software,bts:PeaksCallingSoftware,text,
HTAN,Per Base N Content,bts:PerBaseNContent,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN,Per Base Sequence Content,bts:PerBaseSequenceContent,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN,Per Base Sequence Quality,bts:PerBaseSequenceQuality,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN,Per Sequence GC Content,bts:PerSequenceGCContent,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN,Per Sequence Quality Score,bts:PerSequenceQualityScore,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN,Per Tile Sequence Quality,bts:PerTileSequenceQuality,enum: FAIL | NotReported | PASS | Unknown | WARN,
HTAN,Percent GC Content,bts:PercentGCContent,text,
HTAN,Percent of Transcripts within Cells,bts:PercentofTranscriptswithinCells,text,
HTAN,Permeabilization Time,bts:PermeabilizationTime,text,
HTAN,Phospho Site,bts:PhosphoSite,text,
HTAN,Phosphoprotein Flag,bts:PhosphoproteinFlag,enum: False | True,
HTAN,PhysicalSizeX,bts:PhysicalSizeX,text,
HTAN,PhysicalSizeXUnit,bts:PhysicalSizeXUnit,enum: Cm | Mm | Nm | Å | Μm,
HTAN,PhysicalSizeY,bts:PhysicalSizeY,text,
HTAN,PhysicalSizeYUnit,bts:PhysicalSizeYUnit,enum: Cm | Mm | Nm | Å | Μm,
HTAN,PhysicalSizeZ,bts:PhysicalSizeZ,text,
HTAN,PhysicalSizeZUnit,bts:PhysicalSizeZUnit,enum: Cm | Mm | Nm | Å | Μm,
HTAN,Pixels BigEndian,bts:PixelsBigEndian,enum: False | True,
HTAN,PixelType,bts:PixelType,enum: Bit | Double | Float | Int16 | Int32 | Int8 | Uint16 | Uint32 | Uint8,
HTAN,PlaneCount,bts:PlaneCount,text,
HTAN,Polarity,bts:Polarity,enum: Negative | Positive,
